Link,Baslik,Fiyat (Metin),Fiyat (Sayisal),Konum,Listing No,Last Update Date,Listing status,Residence Type,Number Of Room + Hall,Number of Bathrooms,Gross / Net m²,Number of Floors,Floor,Property Age,Heating Type,Loan Availability,Title Deed Status,Furnishing Status,Usage Status,Inside The Site,Swap,Facade,Property Structure,Fuel Type,Structure Type,State of the Building,Rental Income,Dues,Authorized Office,Last Update Dat...,Number Of Room ...,Number of Bathr...,Number of Floor...,Loan Availabili...,Title Deed Stat...,Furnishing Stat...,Closed Area M2,Open Area M2,Property Struct...,State of the Bu...,Authorized Offi...
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/159783-47,"55 Square Meters Apartment For Sale in Buca, Izmir",3.400.000 TRY,3400000.0,,159783-47,18/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",5 Storey,4,1 at Age,Underfloor Heating,Available,Condominium,Not Furnished,Empty,Asem Life,No,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/109159-583,"117 Square Meters Apartment For Sale in Buca, Izmir",2.800.000 TRY,2800000.0,,109159-583,23/10/2025,For Sale,Apartment,3 + 1,1.0,"117 m2 
/ 90 m2",3 Storey,3,26 at Age,No Heating,Available,Floor Easement,Not Furnished,Empty,,No,South,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/0-45466704,"213 Square Meters Apartment For Sale in Buca, Izmir",7.150.000 TRY,7150000.0,,0-45466704,21/10/2025,For Sale,Apartment,3 + 1,1.0,"213 m2 
/ 185 m2",4 Storey,Raised Ground,35 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,,No,"North, South, West",Daire,Gas,Reinforced Concrete,Second Hand,30.000 TRY,300 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-murathan-satilik/mustakil-ev/52129-142,"120 Square Meters Detached House For Sale in Buca, Izmir",6.700.000 TRY,6700000.0,,52129-142,15/10/2025,For Sale,Detached House,4 + 1,2.0,"120 m2 
/ 110 m2",2 Storey,,37 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,,No,"North, South, East, West",Dubleks,Gas,Reinforced Concrete,Second Hand,30.000 TRY,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/103185-412,"105 Square Meters Apartment For Sale in Buca, Izmir",6.100.000 TRY,6100000.0,,103185-412,22/09/2025,For Sale,Apartment,2 + 1,2.0,"105 m2 
/ 95 m2",10 Storey,Top,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,,No,South,Daire,Gas,Reinforced Concrete,0,30.000 TRY,500 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yenigun-satilik/daire/63598-259,"89 Square Meters Apartment For Sale in Buca, Izmir",3.200.000 TRY,3200000.0,,63598-259,23/10/2025,For Sale,Apartment,2 + 0,1.0,"89 m2 
/ 79 m2",3 Storey,Top,25 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,,No,West,Daire,Gas,Reinforced Concrete,Second Hand,,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/158213-9,"67 Square Meters Apartment For Sale in Buca, Izmir",3.550.000 TRY,3550000.0,,158213-9,21/08/2025,For Sale,Apartment,2 + 0,1.0,"67 m2 
/ 65 m2",4 Storey,Top,1 at Age,Combi Boiler,Available,Condominium,Furnished,Empty,,No,"North, South, East, West",Çatı Dubleksi,Gas,Reinforced Concrete,0,25.000 TRY,250 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/139799-968,"75 Square Meters Apartment For Sale in Buca, Izmir",3.195.000 TRY,3195000.0,,139799-968,22/10/2025,For Sale,Apartment,2 + 1,1.0,"75 m2 
/ 65 m2",4 Storey,2,6 at Age,Combi Boiler,Available,Condominium,Furnished,Empty,,No,,Daire,Gas,Reinforced Concrete,Second Hand,23.000 TRY,100 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-camlik-satilik/daire/79799-117,"130 Square Meters Apartment For Sale in Buca, Izmir",7.150.000 TRY,7150000.0,,79799-117,25/09/2025,For Sale,Apartment,3 + 1,2.0,"130 m2 
/ 120 m2",4 Storey,1,1 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,No,South,Daire,Gas,Reinforced Concrete,0,30.000 TRY,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-goksu-satilik/daire/152585-42,"97 Square Meters Apartment For Sale in Buca, Izmir",4.100.000 TRY,4100000.0,,152585-42,11/10/2025,For Sale,Apartment,2 + 1,2.0,"97 m2 
/ 94 m2",4 Storey,Middle,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,,,,,Daire,Gas,Reinforced Concrete,0,25.000 TRY,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/27958-435,"115 Square Meters Apartment For Sale in Buca, Izmir",2.750.000 TRY,2750000.0,,27958-435,04/09/2025,For Sale,Apartment,3 + 1,1.0,"115 m2 
/ 110 m2",2 Storey,Raised Ground,26 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,No,South,Bahçe Katı,Gas,Reinforced Concrete,Second Hand,20.000 TRY,100 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/131786-275,"100 Square Meters Apartment For Sale in Buca, Izmir",3.500.000 TRY,3500000.0,,131786-275,06/10/2025,For Sale,Apartment,2 + 1,2.0,"100 m2 
/ 95 m2",4 Storey,4,5 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,No,"East, West",,,Reinforced Concrete,Second Hand,28.000 TRY,200 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/144360-106,"45 Square Meters Apartment For Sale in Buca, Izmir",2.425.000 TRY,2425000.0,,144360-106,21/10/2025,For Sale,Apartment,1 + 1,1.0,"45 m2 
/ 40 m2",2 Storey,Raised Ground,4 at Age,Combi Boiler,Available,Floor Easement,Furnished,Empty,,No,"North, South, East, West",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/82933-271,"100 Square Meters Apartment For Sale in Buca, Izmir",4.700.000 TRY,4700000.0,,82933-271,22/10/2025,For Sale,Apartment,2 + 1,1.0,"100 m2 
/ 90 m2",5 Storey,3,40 at Age,Air Conditioning,Available,Floor Easement,Not Furnished,Owner,,No,"North, South",Daire,Electric,Reinforced Concrete,Second Hand,35.000 TRY,100 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/151931-7,"90 Square Meters Apartment For Sale in Buca, Izmir",4.450.000 TRY,4450000.0,,151931-7,28/07/2025,For Sale,Apartment,2 + 1,1.0,"90 m2 
/ 85 m2",12 Storey,2,1 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,Duygum Sitesi,No,South,,,,,,500 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-inonu-satilik/daire/156310-36,"75 Square Meters Apartment For Sale in Buca, Izmir",2.900.000 TRY,2900000.0,,156310-36,04/09/2025,For Sale,Apartment,1 + 1,1.0,"75 m2 
/ 65 m2",4 Storey,2,6 at Age,Floor Heater,Available,Floor Easement,Not Furnished,Owner,,No,,Daire,Gas,Reinforced Concrete,Second Hand,,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-vali-rahmi-bey-satilik/daire/139799-694,"150 Square Meters Apartment For Sale in Buca, Izmir",5.650.000 TRY,5650000.0,,139799-694,22/10/2025,For Sale,Apartment,3 + 1,1.0,"150 m2 
/ 140 m2",4 Storey,3,25 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,,No,,Daire,Gas,Reinforced Concrete,Second Hand,35.000 TRY,250 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/98587-1502,"140 Square Meters Apartment For Sale in Buca, Izmir",5.100.000 TRY,5100000.0,,98587-1502,20/10/2025,For Sale,Apartment,3 + 1,2.0,"140 m2 
/ 135 m2",7 Storey,6,20 at Age,Combi Boiler,Available,Condominium,,Owner,,,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/68322-118,"50 Square Meters Apartment For Sale in Buca, Izmir",2.700.000 TRY,2700000.0,,68322-118,29/09/2025,For Sale,Apartment,1 + 1,1.0,"50 m2 
/ 45 m2",6 Storey,2,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,,,,Gas,,Under Construction,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/162032-64,"140 Square Meters Apartment For Sale in Buca, Izmir",4.190.000 TRY,4190000.0,,162032-64,20/10/2025,For Sale,Apartment,3 + 1,1.0,"140 m2 
/ 130 m2",7 Storey,2,20 at Age,Combi Boiler,Available,Condominium,Not Furnished,Unspecified,,No,"South, East, West",Daire,Gas,Reinforced Concrete,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-inkilap-satilik/daire/70103-1127,"95 Square Meters Apartment For Sale in Buca, Izmir",3.350.000 TRY,3350000.0,,70103-1127,12/10/2025,For Sale,Apartment,2 + 1,1.0,"95 m2 
/ 90 m2",4 Storey,4,26 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,No,"South, West",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/151855-126,"60 Square Meters Apartment For Sale in Buca, Izmir",2.400.000 TRY,2400000.0,,151855-126,08/10/2025,For Sale,Apartment,1 + 1,1.0,"60 m2 
/ 40 m2",2 Storey,Ground,3 at Age,Air Conditioning,Available,Floor Easement,Furnished,Tenanted,,,,Bahçe Katı,Electric,,,13.000 TRY,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-laleli-satilik/daire/70103-1119,"41 Square Meters Apartment For Sale in Buca, Izmir",2.720.000 TRY,2720000.0,,70103-1119,09/10/2025,For Sale,Apartment,1 + 1,1.0,"41 m2 
/ 36 m2",4 Storey,Middle,New Property,Combi Boiler,Available,Floor Easement,Furnished,Empty,,No,"South, East",Daire,Gas,Reinforced Concrete,Under Construction,20.000 TRY,50 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/152632-21,"55 Square Meters Apartment For Sale in Buca, Izmir",3.000.000 TRY,3000000.0,,152632-21,21/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 45 m2",11 Storey,2,5 at Age,Underfloor Heating,Available,Floor Easement,Furnished,Owner,Vita Loft Buca,No,East,,,,,,1.700 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/109159-577,"90 Square Meters Apartment For Sale in Buca, Izmir",4.000.000 TRY,4000000.0,,109159-577,23/10/2025,For Sale,Apartment,2 + 1,1.0,"90 m2 
/ 80 m2",2 Storey,2,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,No,South,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/147679-104,"125 Square Meters Apartment For Sale in Buca, Izmir",4.500.000 TRY,4500000.0,,147679-104,19/10/2025,For Sale,Apartment,3 + 1,1.0,"125 m2 
/ 120 m2",3 Storey,3,11 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,,No,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-baris-satilik/daire/34917-452,"85 Square Meters Apartment For Sale in Buca, Izmir",3.600.000 TRY,3600000.0,,34917-452,21/10/2025,For Sale,Apartment,2 + 1,1.0,"85 m2 
/ 80 m2",3 Storey,3,14 at Age,Combi Boiler,Available,Condominium,Not Furnished,Unspecified,,No,"North, South",Daire,Gas,Reinforced Concrete,Second Hand,20.000 TRY,100 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-goksu-satilik/daire/149571-99,"114 Square Meters Apartment For Sale in Buca, Izmir",2.750.000 TRY,2750000.0,,149571-99,22/10/2025,For Sale,Apartment,2 + 1,1.0,"114 m2 
/ 98 m2",4 Storey,Ground,25 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,,No,"North, South, East, West",Daire,Gas,Reinforced Concrete,Second Hand,,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yigitler-satilik/daire/126264-2367,"138 Square Meters Apartment For Sale in Buca, Izmir",3.695.000 TRY,3695000.0,,126264-2367,11/09/2025,For Sale,Apartment,3 + 1,,"138 m2 
/ 130 m2",5 Storey,3,33 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,,No,"South, East",,Gas,Reinforced Concrete,Second Hand,25.000 TRY,200 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/144360-92,"75 Square Meters Apartment For Sale in Buca, Izmir",1.415.000 TRY,1415000.0,,144360-92,17/10/2025,For Sale,Apartment,2 + 1,1.0,"75 m2 
/ 70 m2",3 Storey,2,1 at Age,Combi Boiler,Available,Floor Easement,Furnished,Empty,,No,"South, East",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/143820-28,"70 Square Meters Apartment For Sale in Buca, Izmir",2.999.999 TRY,2999999.0,,143820-28,17/09/2025,For Sale,Apartment,2 + 1,1.0,"70 m2 
/ 65 m2",11 Storey,Raised Ground,New Property,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,No,North,Daire,Gas,Reinforced Concrete,0,25.000 TRY,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/143822-106,"65 Square Meters Apartment For Sale in Buca, Izmir",2.380.000 TRY,2380000.0,,143822-106,18/10/2025,For Sale,Apartment,1 + 1,1.0,"65 m2 
/ 50 m2",3 Storey,Raised Ground,1 at Age,Air Conditioning,Available,Condominium,Furnished,Empty,,No,"North, South",,,,,,50 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/148313-94,"62 Square Meters Apartment For Sale in Buca, Izmir",2.475.000 TRY,2475000.0,,148313-94,14/10/2025,For Sale,Apartment,1 + 1,1.0,"62 m2 
/ 57 m2",5 Storey,3,2 at Age,Combi Boiler,Available,Floor Easement,Furnished,Empty,,No,"South, West",Daire,Gas,Reinforced Concrete,Second Hand,24.000 TRY,200 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/109159-575,"55 Square Meters Apartment For Sale in Buca, Izmir",2.150.000 TRY,2150000.0,,109159-575,23/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",3 Storey,Underground 1,New Property,Air Conditioning,Available,Floor Easement,Furnished,Empty,,No,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/129980-892,"80 Square Meters Apartment For Sale in Buca, Izmir",3.750.000 TRY,3750000.0,,129980-892,18/10/2025,For Sale,Apartment,2 + 1,1.0,"80 m2 
/ 70 m2",5 Storey,2,4 at Age,Air Conditioning,Available,Floor Easement,Furnished,Empty,,No,"North, South, East, West",,,,,,100 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-guven-satilik/daire/85846-2083,"120 Square Meters Apartment For Sale in Buca, Izmir",3.500.000 TRY,3500000.0,,85846-2083,27/09/2025,For Sale,Apartment,3 + 1,1.0,"120 m2 
/ 110 m2",4 Storey,2,25 at Age,Combi Boiler,Available,Floor Easement,,Owner,,,,,Gas,Reinforced Concrete,Second Hand,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/150731-19,"50 Square Meters Apartment For Sale in Buca, Izmir",1.360.000 TRY,1360000.0,,150731-19,17/10/2025,For Sale,Apartment,1 + 1,1.0,"50 m2 
/ 40 m2",5 Storey,3,1 at Age,Combi Boiler,Available,Floor Easement,Furnished,Empty,Yes,No,"South, East",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/129073-390,"111 Square Meters Apartment For Sale in Buca, Izmir",4.000.000 TRY,4000000.0,,129073-390,14/10/2025,For Sale,Apartment,3 + 1,,"111 m2 
/ 101 m2",3 Storey,Raised Ground,7 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Tenanted,,No,South,Daire,Gas,Reinforced Concrete,Second Hand,,250 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/30326-406,"45 Square Meters Apartment For Sale in Buca, Izmir",2.450.000 TRY,2450000.0,,30326-406,28/09/2025,For Sale,Apartment,1 + 1,1.0,"45 m2 
/ 40 m2",2 Storey,Raised Ground,6 at Age,Combi Boiler,Available,Tapu None,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/151855-128,"50 Square Meters Apartment For Sale in Buca, Izmir",2.400.000 TRY,2400000.0,,151855-128,08/10/2025,For Sale,Apartment,1 + 1,1.0,"50 m2 
/ 45 m2",2 Storey,Ground,7 at Age,Air Conditioning,Available,Floor Easement,Furnished,Tenanted,,,,,,,Second Hand,,100 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/150731-4,"55 Square Meters Apartment For Sale in Buca, Izmir",1.115.000 TRY,1115000.0,,150731-4,20/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",4 Storey,1,New Property,Air Conditioning,Available,Floor Easement,Furnished,Empty,,No,"South, West",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/34917-413,"155 Square Meters Apartment For Sale in Buca, Izmir",6.000.000 TRY,6000000.0,,34917-413,22/10/2025,For Sale,Apartment,3 + 1,1.0,"155 m2 
/ 145 m2",7 Storey,Middle,29 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Unspecified,,No,South,Daire,Gas,Reinforced Concrete,Second Hand,30.000 TRY,200 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/133609-5,"55 Square Meters Apartment For Sale in Buca, Izmir",1.100.000 TRY,1100000.0,,133609-5,04/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 51 m2",4 Storey,3,New Property,Combi Boiler,Available,Floor Easement,Furnished,Empty,,No,South,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/144360-99,"85 Square Meters Apartment For Sale in Buca, Izmir",1.440.000 TRY,1440000.0,,144360-99,19/10/2025,For Sale,Apartment,2 + 1,1.0,"85 m2 
/ 80 m2",4 Storey,2,1 at Age,Combi Boiler,Not Available,Condominium,Furnished,Empty,,No,"South, East",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/39914-484,"150 Square Meters Apartment For Sale in Buca, Izmir",4.650.000 TRY,4650000.0,,39914-484,31/08/2025,For Sale,Apartment,3 + 1,2.0,"150 m2 
/ 135 m2",4 Storey,1,26 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,No,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/151862-66,"90 Square Meters Apartment For Sale in Buca, Izmir",3.599.999 TRY,3599999.0,,151862-66,12/10/2025,For Sale,Apartment,2 + 1,1.0,"90 m2 
/ 80 m2",3 Storey,3,New Property,Combi Boiler,Available,Condominium,Not Furnished,Owner,,No,,,,,,,250 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/0-45444031,"73 Square Meters Apartment For Sale in Buca, Izmir",3.250.000 TRY,3250000.0,,0-45444031,17/10/2025,For Sale,Apartment,1 + 1,1.0,"73 m2 
/ 59 m2",4 Storey,4,5 at Age,Air Conditioning,Available,Condominium,Not Furnished,Empty,,No,,Daire,,,Second Hand,,250 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/68864-2599,"60 Square Meters Apartment For Sale in Buca, Izmir",2.550.000 TRY,2550000.0,,68864-2599,16/10/2025,For Sale,Apartment,1 + 1,1.0,"60 m2 
/ 55 m2",3 Storey,Garden,New Property,Air Conditioning,Available,Floor Easement,Furnished,Tenanted,,No,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-goksu-satilik/daire/158709-62,"130 Square Meters Apartment For Sale in Buca, Izmir",2.950.000 TRY,2950000.0,,158709-62,23/10/2025,For Sale,Apartment,3 + 1,2.0,"130 m2 
/ 120 m2",5 Storey,4,16 at Age,Combi Boiler,Available,Condominium,Not Furnished,Owner,,No,South,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/142618-344,"55 Square Meters Apartment For Sale in Buca, Izmir",2.300.000 TRY,2300000.0,,142618-344,15/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",4 Storey,2,4 at Age,Combi Boiler,Available,Condominium,Furnished,Tenanted,,No,"North, South, East, West",Daire,Gas,Reinforced Concrete,0,11.000 TRY,150 TRY,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/162032-123,"140 Square Meters Apartment For Sale in Buca, Izmir",6.800.000 TRY,6800000.0,,162032-123,20/10/2025,For Sale,Apartment,3 + 1,1.0,"140 m2 
/ 130 m2",8 Storey,8,9 at Age,Combi Boiler,Available,Condominium,Not Furnished,,,,,Daire,Gas,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yigitler-satilik/daire/107888-3124,"102 Square Meters Apartment For Sale in Buca, Izmir",4.900.000 TRY,4900000.0,,107888-3124,18/10/2025,For Sale,Apartment,2 + 1,1.0,"102 m2 
/ 100 m2",4 Storey,Raised Ground,32 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Empty,,No,"North, South, East",Daire,Gas,Reinforced Concrete,Second Hand,,,Yes,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-karacaagac-satilik/ciftlik-evi/163372-5,"200 Square Meters Farm House For Sale in Buca, Izmir",29.500.000 TRY,29500000.0,,163372-5,23/10/2025,For Sale,Farm House,4 + 0,2.0,"200 m2 
/ 100 m2",1 Storey,Garden,20 at Age,Heating Stove,Not Available,Freehold Title Deed,,,,No,"North, South, East, West",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yigitler-satilik/daire/143815-277,"85 Square Meters Apartment For Sale in Buca, Izmir",3.700.000 TRY,3700000.0,,143815-277,29/09/2025,For Sale,Apartment,2 + 1,1.0,"85 m2 
/ 75 m2",5 Storey,4,21 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,Owner,,No,"South, West",,,,,,300 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-firat-satilik/daire/134354-2495,"70 Square Meters Apartment For Sale in Buca, Izmir",3.150.000 TRY,3150000.0,,134354-2495,08/10/2025,For Sale,Apartment,2 + 1,1.0,"70 m2 
/ 65 m2",3 Storey,2,7 at Age,Combi Boiler,Available,Floor Easement,Not Furnished,,,,,Daire,Gas,Reinforced Concrete,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/58479-344,"80 Square Meters Apartment For Sale in Buca, Izmir",4.150.000 TRY,4150000.0,,58479-344,15/10/2025,For Sale,Apartment,2 + 1,1.0,"80 m2 
/ 75 m2",5 Storey,1,New Property,Combi Boiler,Available,Condominium,Not Furnished,Tenanted,,No,"South, West",,,,,,200 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/161229-4,"80 Square Meters Apartment For Sale in Buca, Izmir",2.800.000 TRY,2800000.0,,161229-4,13/10/2025,For Sale,Apartment,2 + 1,1.0,"80 m2 
/ 70 m2",2 Storey,2,5 at Age,Combi Boiler,Available,Condominium,Furnished,Empty,,No,,,,,,,500 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/158790-22,"145 Square Meters Apartment For Sale in Buca, Izmir",6.500.000 TRY,6500000.0,,158790-22,22/10/2025,For Sale,Apartment,3 + 1,1.0,"145 m2 
/ 135 m2",7 Storey,7,16 at Age,Combi Boiler,Available,Condominium,Not Furnished,Empty,Yuvam Sitesi,No,"South, East, West",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/151729-47,"55 Square Meters Apartment For Sale in Buca, Izmir",4.750.000 TRY,4750000.0,,151729-47,19/10/2025,For Sale,Apartment,1 + 1,1.0,"55 m2 
/ 50 m2",4 Storey,3,New Property,Combi Boiler,Not Available,Floor Easement,Not Furnished,Empty,,No,,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/161229-9,"42 Square Meters Apartment For Sale in Buca, Izmir",2.350.000 TRY,2350000.0,,161229-9,13/10/2025,For Sale,Apartment,1 + 1,1.0,"42 m2 
/ 37 m2",2 Storey,2,4 at Age,Combi Boiler,Available,Floor Easement,Furnished,Empty,,No,,,,,,,250 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-camlikule-satilik/daire/152002-7,"97 Square Meters Apartment For Sale in Buca, Izmir",8.500.000 TRY,8500000.0,,152002-7,25/09/2025,For Sale,Apartment,2 + 1,2.0,"97 m2 
/ 90 m2",9 Storey,8,1 at Age,Underfloor Heating,Not Available,Floor Easement,Furnished,Owner,Yes,No,South,,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/135423-156,"78 Square Meters Apartment For Sale in Buca, Izmir",2.850.000 TRY,2850000.0,,135423-156,21/10/2025,For Sale,Apartment,2 + 1,1.0,"78 m2 
/ 68 m2",3 Storey,Raised Ground,11 at Age,Air Conditioning,Available,Floor Easement,Furnished,Tenanted,,No,West,,,,,,150 TRY,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/158884-52,"75 Square Meters Apartment For Sale in Buca, Izmir",3.600.000 TRY,3600000.0,,158884-52,17/10/2025,For Sale,Apartment,1 + 1,1.0,"75 m2 
/ 40 m2",11 Storey,4,New Property,Central Heating (Share Meter),Available,Floor Easement,Not Furnished,Empty,Yes,No,"North, East",,,,,,,,,,,,,,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/148313-79,"59 Square Meters Apartment For Sale in Buca, Izmir",2.530.000 TRY,2530000.0,,148313-79,15/09/2025,For Sale,Apartment,1 + 1,1.0,"59 m2 
/ 52 m2",4 Storey,2,New Property,Combi Boiler,Available,Floor Easement,Furnished,Tenanted,,No,"South, West",Daire,Gas,Reinforced Concrete,0,22.000 TRY,120 TRY,Yes,,,,,,,,,,,,
